,appName,coreF,memF,argNo,kernel,time/ms,blocks,warps,achieved_occupancy,warp_execution_efficiency,sm_activity,eligible_warps_per_cycle,branch_efficiency,cf_executed,gld_throughput,gld_transactions,gld_transactions_per_request,gst_throughput,gst_transactions,gst_transactions_per_request,global_hit_rate,dram_read_transactions,dram_read_throughput,dram_write_transactions,dram_write_throughput,l2_read_transactions,l2_read_throughput,l2_write_transactions,l2_write_throughput,shared_load_transactions,shared_load_throughput,shared_load_transactions_per_request,shared_store_transactions,shared_store_throughput,shared_store_transactions_per_request,l2_tex_read_throughput,l2_tex_read_transactions,l2_tex_write_throughput,l2_tex_write_throughput.1,tex_cache_hit_rate,tex_cache_throughput,tex_cache_transactions,flop_count_dp,flop_count_dp_fma,flop_count_sp,flop_count_sp_fma,flop_count_sp_special,inst_integer,inst_fp_32,inst_fp_64,inst_executed,inst_per_warp,executed_ipc,power/W
309,matrixMulGlobal,1800,4500,input00,matrixMulCUDA,37.02,(64 64 1) (32 32 1),131072.0,0.955216,1.0,0.9963,3.7221660000000005,1.0,67764224,1083.5,3221225472,6.0,0.43296999999999997,524288,4.0,0.5832999999999999,36595419,29.553,553976,0.45681000000000005,1342179677,1083.6,524410,0.43296999999999997,0,0.0,0.0,0,0.0,0.0,1078.1,1342177280,0.4301100000000001,0.4301100000000001,0.5832999999999999,1724.1,2147483648,0,0,17180000000.0,8589934592,0,113880000000.0,8589934592,0,4635099136,35363.0,2.487059,284.52722999999986
310,matrixMulGlobal,1800,5000,input00,matrixMulCUDA,36.995,(64 64 1) (32 32 1),131072.0,0.932385,1.0,0.9965,3.7267660000000005,1.0,67764224,1083.5,3221225472,6.0,0.43296999999999997,524288,4.0,0.5832999999999999,38786027,31.314,555134,0.45776000000000006,1342395377,1083.9,524413,0.43296999999999997,0,0.0,0.0,0,0.0,0.0,1077.7,1342177280,0.4301100000000001,0.4301100000000001,0.5832999999999999,1724.2,2147483648,0,0,17180000000.0,8589934592,0,113880000000.0,8589934592,0,4635099136,35363.0,2.4855169999999998,288.78554
311,matrixMulGlobal,1800,5500,input00,matrixMulCUDA,36.944,(64 64 1) (32 32 1),131072.0,0.8935860000000001,1.0,0.9965,3.7324589999999995,1.0,67764224,1084.3,3221225472,6.0,0.43201000000000006,524288,4.0,0.5832999999999999,46082008,37.233000000000004,563326,0.46539,1342179586,1083.8,528534,0.43583,0,0.0,0.0,0,0.0,0.0,1082.5,1342177280,0.43201000000000006,0.43106000000000005,0.5832999999999999,1726.0,2147483648,0,0,17180000000.0,8589934592,0,113880000000.0,8589934592,0,4635099136,35363.0,2.489402,294.20779
312,matrixMulGlobal,1900,4000,input00,matrixMulCUDA,35.205,(64 64 1) (32 32 1),131072.0,0.9759700000000001,1.0,0.9957,3.7240699999999998,1.0,67764224,1135.0,3221225472,6.0,0.45299999999999996,524288,4.0,0.5832999999999999,34253307,28.976,562382,0.48636999999999997,1342179773,1135.1,527835,0.45586,0,0.0,0.0,0,0.0,0.0,1134.7,1342177280,0.45299999999999996,0.45299999999999996,0.5832999999999999,1815.8,2147483648,0,0,17180000000.0,8589934592,0,113880000000.0,8589934592,0,4635099136,35363.0,2.487404,291.45505
313,matrixMulGlobal,1900,4500,input00,matrixMulCUDA,35.971,(64 64 1) (32 32 1),131072.0,0.974131,1.0,0.996,3.7264019999999998,1.0,67764224,1135.6,3221225472,6.0,0.45299999999999996,524288,4.0,0.5832999999999999,34342252,29.026999999999997,564582,0.48733000000000004,1342180193,1134.0,526484,0.45395,0,0.0,0.0,0,0.0,0.0,1130.5,1342177280,0.45109,0.45109,0.5832999999999999,1808.7,2147483648,0,0,17180000000.0,8589934592,0,113880000000.0,8589934592,0,4635099136,35363.0,2.4884009999999996,291.36735
314,matrixMulGlobal,1900,5000,input00,matrixMulCUDA,35.508,(64 64 1) (32 32 1),131072.0,0.962405,1.0,0.9963,3.732525,1.0,67764224,1136.5,3221225472,6.0,0.4520400000000001,524288,4.0,0.5832999999999999,35444022,29.980999999999998,563668,0.48733000000000004,1342179839,1132.9,527853,0.4549,0,0.0,0.0,0,0.0,0.0,1131.1,1342177280,0.45109,0.45109,0.5832999999999999,1809.7,2147483648,0,0,17180000000.0,8589934592,0,113880000000.0,8589934592,0,4635099136,35363.0,2.490111,296.3050800000001
315,matrixMulGlobal,1900,5500,input00,matrixMulCUDA,35.602,(64 64 1) (32 32 1),131072.0,0.904731,1.0,0.9967,3.7421629999999997,1.0,67764224,1138.1,3221225472,6.0,0.45109,524288,4.0,0.5832999999999999,43128427,36.525999999999996,562863,0.48733000000000004,1342180373,1133.7,527865,0.45586,0,0.0,0.0,0,0.0,0.0,1130.5,1342177280,0.45109,0.45109,0.5832999999999999,1809.3,2147483648,0,0,17180000000.0,8589934592,0,113880000000.0,8589934592,0,4635099136,35363.0,2.4926909999999998,298.78486000000004
316,matrixMulGlobal,2000,4000,input00,matrixMulCUDA,33.777,(64 64 1) (32 32 1),131072.0,0.979482,1.0,0.9958,3.729681,1.0,67764224,1196.2,3221225472,6.0,0.47493,524288,4.0,0.5832999999999999,34258076,30.480999999999998,559822,0.51022,1342180058,1191.9,524465,0.47588,0,0.0,0.0,0,0.0,0.0,1189.1,1342177280,0.47493,0.47493,0.5832999999999999,1902.3,2147483648,0,0,17180000000.0,8589934592,0,113880000000.0,8589934592,0,4635099136,35363.0,2.490373,298.08456
317,matrixMulGlobal,2000,4500,input00,matrixMulCUDA,33.84,(64 64 1) (32 32 1),131072.0,0.971152,1.0,0.996,3.733111,1.0,67764224,1197.2,3221225472,6.0,0.47398,524288,4.0,0.5832999999999999,34247429,30.518,559374,0.50926,1342181713,1192.7,524467,0.47588,0,0.0,0.0,0,0.0,0.0,1190.1,1342177280,0.47493,0.47493,0.5832999999999999,1905.5,2147483648,0,0,17180000000.0,8589934592,0,113880000000.0,8589934592,0,4635099136,35363.0,2.49146,299.60098
318,matrixMulGlobal,2000,5000,input00,matrixMulCUDA,34.018,(64 64 1) (32 32 1),131072.0,0.96298,1.0,0.9962,3.7382400000000002,1.0,67764224,1197.3,3221225472,6.0,0.47207,524288,4.0,0.5832999999999999,34267942,30.557,559271,0.50831,1342181817,1190.7,525896,0.47684,0,0.0,0.0,0,0.0,0.0,1190.2,1342177280,0.47493,0.47398,0.5832999999999999,1898.9,2147483648,0,0,17180000000.0,8589934592,0,113880000000.0,8589934592,0,4635099136,35363.0,2.492179,299.68268
319,matrixMulGlobal,2000,5500,input00,matrixMulCUDA,34.074,(64 64 1) (32 32 1),131072.0,0.933356,1.0,0.9965,3.750488,1.0,67764224,1197.7,3221225472,6.0,0.47207,524288,4.0,0.5832999999999999,39475395,35.202,560088,0.51022,1342180848,1189.3,524424,0.47493,0,0.0,0.0,0,0.0,0.0,1184.5,1342177280,0.47302,0.47398,0.5832999999999999,1899.6,2147483648,0,0,17180000000.0,8589934592,0,113880000000.0,8589934592,0,4635099136,35363.0,2.49376,298.95284
324,matrixMulShared,1600,4000,input00,matrixMulCUDA,11.085,(64 64 1) (32 32 1),131072.0,0.9978739999999999,1.0,0.9909,1.800427,1.0,8650752,179.96,134217728,8.0,1.4072,524288,4.0,0.5,34693067,93.015,552206,1.4789,67109793,179.94,525371,1.4082,402653184,4324.5,1.2,16777216,180.17,1.0,179.96,67108864,1.4054,1.4091,0.5,180.52,67108864,0,0,17180000000.0,8589934592,0,3615490048.0,8589934592,0,777650176,5933.0,1.565934,194.17115
325,matrixMulShared,1600,4500,input00,matrixMulCUDA,10.984000000000002,(64 64 1) (32 32 1),131072.0,0.997674,1.0,0.9923,1.817836,1.0,8650752,181.84,134217728,8.0,1.4193,524288,4.0,0.5,34744777,94.126,554830,1.5078,67110002,181.95,526782,1.4277,402653184,4362.9,1.2,16777216,181.91,1.0,181.96,67108864,1.4203,1.4212,0.5,182.07,67108864,0,0,17180000000.0,8589934592,0,3615490048.0,8589934592,0,777650176,5933.0,1.580568,198.83181000000005
326,matrixMulShared,1600,5000,input00,matrixMulCUDA,11.115,(64 64 1) (32 32 1),131072.0,0.997641,1.0,0.9927,1.824613,1.0,8650752,182.45,134217728,8.0,1.4212,524288,4.0,0.5,34739439,94.28,552977,1.5013,67109670,182.34,528206,1.4342,402653184,4373.9,1.2,16777216,182.39,1.0,182.17,67108864,1.4221,1.4203,0.5,181.97,67108864,0,0,17180000000.0,8589934592,0,3615490048.0,8589934592,0,777650176,5933.0,1.585917,197.40645999999992
327,matrixMulShared,1600,5500,input00,matrixMulCUDA,10.934000000000001,(64 64 1) (32 32 1),131072.0,0.997064,1.0,0.9943,1.831884,1.0,8650752,183.38,134217728,8.0,1.4333,524288,4.0,0.5,34747365,95.055,548640,1.5004,67109776,183.45,526077,1.4369999999999998,402653184,4410.7,1.2,16777216,183.65,1.0,183.25,67108864,1.4305,1.4333,0.5,183.52,67108864,0,0,17180000000.0,8589934592,0,3615490048.0,8589934592,0,777650176,5933.0,1.594759,207.77503000000004
320,matrixMulShared,1700,4000,input00,matrixMulCUDA,10.526,(64 64 1) (32 32 1),131072.0,0.9970479999999999,1.0,0.9946,1.798101,1.0,8650752,190.36,134217728,8.0,1.4873,524288,4.0,0.5,34727246,98.46,550185,1.56,67109675,190.59,526613,1.4948,402653184,4569.9,1.2,16777216,190.06,1.0,190.54,67108864,1.4873,1.4864,0.5,190.41,67108864,0,0,17180000000.0,8589934592,0,3615490048.0,8589934592,0,777650176,5933.0,1.559975,199.74714
321,matrixMulShared,1700,4500,input00,matrixMulCUDA,10.425999999999998,(64 64 1) (32 32 1),131072.0,0.997602,1.0,0.993,1.8128490000000002,1.0,8650752,192.87,134217728,8.0,1.5032,524288,4.0,0.5,34720338,99.74600000000001,543138,1.5581,67109637,192.77,524321,1.505,402653184,4627.4,1.2,16777216,192.72,1.0,192.37,67108864,1.5022,1.5078,0.5,193.08,67108864,0,0,17180000000.0,8589934592,0,3615490048.0,8589934592,0,777650176,5933.0,1.574071,205.15805
322,matrixMulShared,1700,5000,input00,matrixMulCUDA,10.477,(64 64 1) (32 32 1),131072.0,0.997483,1.0,0.9923,1.819641,1.0,8650752,193.2,134217728,8.0,1.5087,524288,4.0,0.5,34745022,100.18,544704,1.5683,67109668,193.48,524301,1.5106,402653184,4637.7,1.2,16777216,193.3,1.0,193.29,67108864,1.5087,1.5097,0.5,193.39,67108864,0,0,17180000000.0,8589934592,0,3615490048.0,8589934592,0,777650176,5933.0,1.5790549999999999,211.85370000000003
323,matrixMulShared,1700,5500,input00,matrixMulCUDA,10.407,(64 64 1) (32 32 1),131072.0,0.996973,1.0,0.9945,1.825164,1.0,8650752,194.62,134217728,8.0,1.5190000000000001,524288,4.0,0.5,34732333,100.82,544900,1.5795,67109926,194.64,524336,1.5199,402653184,4667.4,1.2,16777216,194.54,1.0,194.38,67108864,1.5181,1.5171,0.5,194.32,67108864,0,0,17180000000.0,8589934592,0,3615490048.0,8589934592,0,777650176,5933.0,1.5898459999999999,210.20445999999995
328,matrixMulShared,1800,4000,input00,matrixMulCUDA,9.9026,(64 64 1) (32 32 1),131072.0,0.997151,1.0,0.9951,1.789469,1.0,8650752,202.88,134217728,8.0,1.5842,524288,4.0,0.5,34645827,104.72,543063,1.6382,67109524,202.94,524665,1.5859999999999999,402653184,4866.6,1.2,16777216,202.71,1.0,202.78,67108864,1.5832,1.5859999999999999,0.5,203.16,67108864,0,0,17180000000.0,8589934592,0,3615490048.0,8589934592,0,777650176,5933.0,1.565289,208.51873000000003
329,matrixMulShared,1800,4500,input00,matrixMulCUDA,9.8146,(64 64 1) (32 32 1),131072.0,0.9975639999999999,1.0,0.9932,1.803582,1.0,8650752,204.62,134217728,8.0,1.5972,524288,4.0,0.5,34627644,105.65,543153,1.6540000000000001,67109671,204.54,524321,1.5972,402653184,4910.9,1.2,16777216,204.6,1.0,205.0,67108864,1.6009,1.5972,0.5,204.54,67108864,0,0,17180000000.0,8589934592,0,3615490048.0,8589934592,0,777650176,5933.0,1.577939,213.89857000000006
330,matrixMulShared,1800,5000,input00,matrixMulCUDA,9.8638,(64 64 1) (32 32 1),131072.0,0.9974649999999999,1.0,0.9932,1.812844,1.0,8650752,205.41,134217728,8.0,1.6019,524288,4.0,0.5,34737990,106.39,541674,1.655,67193034,205.31,524362,1.6009,402653184,4925.7,1.2,16777216,205.3,1.0,205.38,67108864,1.6037,1.6047,0.5,205.54,67108864,0,0,17180000000.0,8589934592,0,3615490048.0,8589934592,0,777650176,5933.0,1.583156,217.91073
331,matrixMulShared,1800,5500,input00,matrixMulCUDA,9.7253,(64 64 1) (32 32 1),131072.0,0.9969049999999999,1.0,0.9952,1.823446,1.0,8650752,206.28,134217728,8.0,1.6103,524288,4.0,0.5,34647938,106.57,551794,1.7025,67109629,206.26,525717,1.6149,402653184,4943.3,1.2,16777216,206.07,1.0,206.1,67108864,1.6093,1.6093,0.5,206.1,67108864,0,0,17180000000.0,8589934592,0,3615490048.0,8589934592,0,777650176,5933.0,1.591793,222.30866
332,matrixMulShared,1900,4000,input00,matrixMulCUDA,9.4167,(64 64 1) (32 32 1),131072.0,0.9978389999999999,1.0,0.9918,1.792095,1.0,8650752,212.12,134217728,8.0,1.6540000000000001,524288,4.0,0.5,34659509,109.62,544547,1.7202,67109579,211.77,528477,1.6671,402653184,5090.8,1.2,16777216,212.01,1.0,212.36,67108864,1.6578,1.655,0.5,211.95,67108864,0,0,17180000000.0,8589934592,0,3615490048.0,8589934592,0,777650176,5933.0,1.558024,217.70393999999996
333,matrixMulShared,1900,4500,input00,matrixMulCUDA,9.3934,(64 64 1) (32 32 1),131072.0,0.997655,1.0,0.9927,1.8090669999999998,1.0,8650752,213.38,134217728,8.0,1.6661,524288,4.0,0.5,34699329,110.16,560573,1.7723,67109668,213.45,524377,1.6671,402653184,5124.9,1.2,16777216,213.38,1.0,213.65,67108864,1.6680000000000001,1.6661,0.5,213.4,67108864,0,0,17180000000.0,8589934592,0,3615490048.0,8589934592,0,777650176,5933.0,1.570951,222.01772
334,matrixMulShared,1900,5000,input00,matrixMulCUDA,9.4179,(64 64 1) (32 32 1),131072.0,0.9975290000000001,1.0,0.9932,1.8163080000000003,1.0,8650752,214.48,134217728,8.0,1.6745,524288,4.0,0.5,34703707,110.65,545295,1.7444,67109775,214.43,525031,1.6764,402653184,5143.1,1.2,16777216,214.11,1.0,214.33,67108864,1.6736,1.6717,0.5,214.05,67108864,0,0,17180000000.0,8589934592,0,3615490048.0,8589934592,0,777650176,5933.0,1.576116,226.88045000000002
335,matrixMulShared,1900,5500,input00,matrixMulCUDA,9.37,(64 64 1) (32 32 1),131072.0,0.997114,1.0,0.9944,1.8273,1.0,8650752,214.45,134217728,8.0,1.6745,524288,4.0,0.5,34683872,110.43,551025,1.7611,67109600,214.38,525698,1.6782,402653184,5143.1,1.2,16777216,214.27,1.0,214.35,67108864,1.6736,1.6717,0.5,214.07,67108864,0,0,17180000000.0,8589934592,0,3615490048.0,8589934592,0,777650176,5933.0,1.585086,231.91801
336,matrixMulShared,2000,4000,input00,matrixMulCUDA,9.074,(64 64 1) (32 32 1),131072.0,0.9978040000000001,1.0,0.9921,1.7898470000000002,1.0,8650752,220.86,134217728,8.0,1.7239,524288,4.0,0.5,34503167,113.64,541278,1.777,67109651,220.79,524352,1.7239,402653184,5298.5,1.2,16777216,220.61,1.0,220.74,67108864,1.7239,1.7229,0.5,220.69,67108864,0,0,17180000000.0,8589934592,0,3615490048.0,8589934592,0,777650176,5933.0,1.544697,221.3642
337,matrixMulShared,2000,4500,input00,matrixMulCUDA,9.0578,(64 64 1) (32 32 1),131072.0,0.997358,1.0,0.995,1.80715,1.0,8650752,221.91,134217728,8.0,1.7341,524288,4.0,0.5,34489126,114.15,542915,1.7937,67109709,222.11,524609,1.7351,402653184,5335.1,1.2,16777216,222.11,1.0,222.08,67108864,1.7341,1.7351,0.5,222.17,67108864,0,0,17180000000.0,8589934592,0,3615490048.0,8589934592,0,777650176,5933.0,1.548567,221.70507999999995
338,matrixMulShared,2000,5000,input00,matrixMulCUDA,9.0388,(64 64 1) (32 32 1),131072.0,0.996893,1.0,0.9945,1.811231,1.0,8650752,222.52,134217728,8.0,1.7406,524288,4.0,0.5,34478909,114.55,541721,1.7947,67109695,223.02,524311,1.7416,402653184,5350.1,1.2,16777216,222.77,1.0,222.95,67108864,1.7406,1.7388,0.5,222.73,67108864,0,0,17180000000.0,8589934592,0,3615490048.0,8589934592,0,777650176,5933.0,1.554209,226.86227999999997
339,matrixMulShared,2000,5500,input00,matrixMulCUDA,8.9933,(64 64 1) (32 32 1),131072.0,0.996977,1.0,0.9945,1.8207939999999998,1.0,8650752,223.2,134217728,8.0,1.7416,524288,4.0,0.5,34752051,115.61,543275,1.8049,67298608,223.89,524686,1.7462,402653184,5364.8,1.2,16777216,223.46,1.0,223.24,67108864,1.7434,1.7425,0.5,223.18,67108864,0,0,17180000000.0,8589934592,0,3615490048.0,8589934592,0,777650176,5933.0,1.565012,233.10743
344,mergeSort,1600,4000,input00,mergeSortSharedKernel,0.85103,(4096 1 1) (512 1 1),65536.0,0.986289,1.0,0.9909,4.675557,1.0,9306112,33.941,2097152,8.0,33.933,1048576,4.0,0.5,1048726,33.936,1041391,33.732,1049083,33.965,1048589,33.953,15151601,1960.6,1.501267,5716098,739.99,1.982289,33.955999999999996,1048576,33.955999999999996,33.959,0.5,33.959,1048576,0,0,0.0,0,0,1998585856.0,0,0,99483648,1518.0,2.620271,178.95938
345,mergeSort,1600,4500,input00,mergeSortSharedKernel,0.8503799999999999,(4096 1 1) (512 1 1),65536.0,0.9864129999999999,1.0,0.9911,4.678848,1.0,9306112,33.965,2097152,8.0,33.951,1048576,4.0,0.5,1048707,33.975,1042705,33.781,1049035,33.984,1049368,33.997,15151601,1963.1,1.501267,5716098,740.68,1.982289,33.976,1048576,33.976,33.99,0.5,33.99,1048576,0,0,0.0,0,0,1998585856.0,0,0,99483648,1518.0,2.621322,188.20596999999995
346,mergeSort,1600,5000,input00,mergeSortSharedKernel,0.86295,(4096 1 1) (512 1 1),65536.0,0.9860959999999999,1.0,0.9916,4.681624,1.0,9306112,33.968,2097152,8.0,33.951,1048576,4.0,0.5,1048653,33.929,1043229,33.787,1049040,33.991,1048589,33.977,15151601,1963.8,1.501267,5716098,740.57,1.982289,33.971,1048576,33.971,33.977,0.5,33.977,1048576,0,0,0.0,0,0,1998585856.0,0,0,99483648,1518.0,2.622318,197.78034
347,mergeSort,1600,5500,input00,mergeSortSharedKernel,0.8550200000000001,(4096 1 1) (512 1 1),65536.0,0.9863200000000001,1.0,0.9918,4.6822989999999995,1.0,9306112,33.973,2097152,8.0,33.975,1048576,4.0,0.5,1048645,33.979,1041323,33.735,1049043,33.992,1048589,33.979,15151601,1963.3,1.501267,5716098,740.95,1.982289,33.975,1048576,33.975,33.991,0.5,33.991,1048576,0,0,0.0,0,0,1998585856.0,0,0,99483648,1518.0,2.623181,204.65342
340,mergeSort,1700,4000,input00,mergeSortSharedKernel,0.80133,(4096 1 1) (512 1 1),65536.0,0.985891,1.0,0.9911,4.677288,1.0,9306112,33.823,2097152,8.0,33.823,1048576,4.0,0.5,1048685,33.826,1042934,33.667,1049079,33.855,1048589,33.843,15151601,1955.0,1.501267,5716098,737.53,1.982289,33.857,1048576,33.857,33.854,0.5,33.854,1048576,0,0,0.0,0,0,1998585856.0,0,0,99483648,1518.0,2.620152,183.27114
341,mergeSort,1700,4500,input00,mergeSortSharedKernel,0.80513,(4096 1 1) (512 1 1),65536.0,0.986202,1.0,0.991,4.678424,1.0,9306112,33.851,2097152,8.0,33.845,1048576,4.0,0.5,1048653,33.866,1043502,33.681999999999995,1049065,33.854,1048589,33.843,15151601,1956.2,1.501267,5716098,738.27,1.982289,33.856,1048576,33.856,33.868,0.5,33.868,1048576,0,0,0.0,0,0,1998585856.0,0,0,99483648,1518.0,2.62023,193.76716000000002
342,mergeSort,1700,5000,input00,mergeSortSharedKernel,0.80095,(4096 1 1) (512 1 1),65536.0,0.9860559999999999,1.0,0.9914,4.680937999999999,1.0,9306112,33.904,2097152,8.0,33.889,1048576,4.0,0.5,1048645,33.897,1043202,33.743,1049033,33.916,1048589,33.905,15151601,1959.0,1.501267,5716098,739.34,1.982289,33.9,1048576,33.9,33.900999999999996,0.5,33.900999999999996,1048576,0,0,0.0,0,0,1998585856.0,0,0,99483648,1518.0,2.622484,201.82815999999997
343,mergeSort,1700,5500,input00,mergeSortSharedKernel,0.81184,(4096 1 1) (512 1 1),65536.0,0.986094,1.0,0.9918,4.683843,1.0,9306112,33.866,2097152,8.0,33.876,1048576,4.0,0.5,1048685,33.875,1043451,33.701,1049078,33.885,1048589,33.872,15151601,1957.3,1.501267,5716098,738.32,1.982289,33.876999999999995,1048576,33.876999999999995,33.893,0.5,33.893,1048576,0,0,0.0,0,0,1998585856.0,0,0,99483648,1518.0,2.621968,210.27333
348,mergeSort,1800,4000,input00,mergeSortSharedKernel,0.75722,(4096 1 1) (512 1 1),65536.0,0.986309,1.0,0.9907,4.677429,1.0,9306112,33.86,2097152,8.0,33.859,1048576,4.0,0.5,1048691,33.883,1041932,33.657,1049081,33.898,1048600,33.884,15151601,1956.9,1.501267,5716098,738.6,1.982289,33.872,1048576,33.872,33.887,0.5,33.887,1048576,0,0,0.0,0,0,1998585856.0,0,0,99483648,1518.0,2.619382,186.92447000000004
349,mergeSort,1800,4500,input00,mergeSortSharedKernel,0.76052,(4096 1 1) (512 1 1),65536.0,0.9859600000000001,1.0,0.9912,4.679857,1.0,9306112,33.891,2097152,8.0,33.882,1048576,4.0,0.5,1048700,33.883,1043458,33.708,1049033,33.915,1048589,33.906,15151601,1957.0,1.501267,5716098,738.52,1.982289,33.915,1048576,33.915,33.91,0.5,33.91,1048576,0,0,0.0,0,0,1998585856.0,0,0,99483648,1518.0,2.620998,197.53576
350,mergeSort,1800,5000,input00,mergeSortSharedKernel,0.7601600000000001,(4096 1 1) (512 1 1),65536.0,0.986116,1.0,0.9911,4.681175,1.0,9306112,33.891999999999996,2097152,8.0,33.887,1048576,4.0,0.5,1051207,33.99,1043510,33.729,1065604,34.0,1048589,33.888000000000005,15151601,1957.4,1.501267,5716098,738.95,1.982289,33.900999999999996,1048576,33.900999999999996,33.914,0.5,33.914,1048576,0,0,0.0,0,0,1998585856.0,0,0,99483648,1518.0,2.622236,205.83381
351,mergeSort,1800,5500,input00,mergeSortSharedKernel,0.75998,(4096 1 1) (512 1 1),65536.0,0.9864879999999999,1.0,0.9911,4.681926,1.0,9306112,33.912,2097152,8.0,33.903,1048576,4.0,0.5,1048679,33.904,1043220,33.726,1049046,33.927,1048589,33.914,15151601,1958.7,1.501267,5716098,739.04,1.982289,33.914,1048576,33.914,33.93,0.5,33.93,1048576,0,0,0.0,0,0,1998585856.0,0,0,99483648,1518.0,2.623246,213.81420000000003
352,mergeSort,1900,4000,input00,mergeSortSharedKernel,0.7220300000000001,(4096 1 1) (512 1 1),65536.0,0.986015,1.0,0.9909,4.677934,1.0,9306112,34.107,2097152,8.0,34.126,1048576,4.0,0.5,1048676,34.1,1043083,33.939,1049040,34.171,1049341,34.181999999999995,15151601,1971.5,1.501267,5716098,743.92,1.982289,34.162,1048576,34.162,34.158,0.5,34.158,1048576,0,0,0.0,0,0,1998585856.0,0,0,99483648,1518.0,2.620043,188.83700000000005
353,mergeSort,1900,4500,input00,mergeSortSharedKernel,0.7254400000000001,(4096 1 1) (512 1 1),65536.0,0.9862190000000001,1.0,0.9909,4.67805,1.0,9306112,34.116,2097152,8.0,34.109,1048576,4.0,0.5,1048663,34.124,1041151,33.891999999999996,1049022,34.155,1048589,34.141999999999996,15151601,1972.2,1.501267,5716098,744.51,1.982289,34.146,1048576,34.146,34.150999999999996,0.5,34.150999999999996,1048576,0,0,0.0,0,0,1998585856.0,0,0,99483648,1518.0,2.621321,201.30795
354,mergeSort,1900,5000,input00,mergeSortSharedKernel,0.72512,(4096 1 1) (512 1 1),65536.0,0.9863350000000001,1.0,0.9918,4.681645,1.0,9306112,34.146,2097152,8.0,34.155,1048576,4.0,0.5,1048689,34.145,1043533,33.975,1049081,34.166,1048594,34.157,15151601,1973.9,1.501267,5716098,744.6,1.982289,34.171,1048576,34.171,34.161,0.5,34.161,1048576,0,0,0.0,0,0,1998585856.0,0,0,99483648,1518.0,2.61938,209.70336
355,mergeSort,1900,5500,input00,mergeSortSharedKernel,0.7248399999999999,(4096 1 1) (512 1 1),65536.0,0.9863870000000001,1.0,0.9915,4.682174,1.0,9306112,34.159,2097152,8.0,34.156,1048576,4.0,0.5,1048647,34.111999999999995,1043071,33.95,1049062,34.185,1048589,34.173,15151601,1973.2,1.501267,5716098,744.46,1.982289,34.165,1048576,34.165,34.191,0.5,34.191,1048576,0,0,0.0,0,0,1998585856.0,0,0,99483648,1518.0,2.6229810000000002,220.45529
356,mergeSort,2000,4000,input00,mergeSortSharedKernel,0.6894199999999999,(4096 1 1) (512 1 1),65536.0,0.98595,1.0,0.9918,4.676436,1.0,9306112,35.555,2097152,8.0,34.411,1048576,4.0,0.5,1048653,35.558,1043726,34.882,1049047,35.586999999999996,1048600,35.575,15151601,1978.6,1.501267,5716098,750.01,1.982289,35.580999999999996,1048576,35.580999999999996,34.251,0.5,34.251,1048576,0,0,0.0,0,0,1998585856.0,0,0,99483648,1518.0,2.619199,192.66076
357,mergeSort,2000,4500,input00,mergeSortSharedKernel,0.68602,(4096 1 1) (512 1 1),65536.0,0.985957,1.0,0.9906,4.680025,1.0,9306112,34.685,2097152,8.0,34.406,1048576,4.0,0.5,1051680,35.698,1041483,35.357,1050636,34.491,1048589,34.425,15151601,1990.0,1.501267,5716098,750.31,1.982289,35.61,1048576,35.61,35.598,0.5,35.598,1048576,0,0,0.0,0,0,1998585856.0,0,0,99483648,1518.0,2.621104,205.25902
358,mergeSort,2000,5000,input00,mergeSortSharedKernel,0.6859700000000001,(4096 1 1) (512 1 1),65536.0,0.986032,1.0,0.9902,4.681738,1.0,9306112,37.152,2097152,8.0,34.407,1048576,4.0,0.5,1048691,35.597,1041829,35.381,1049110,34.451,1048589,34.437,15151601,1989.6,1.501267,5716098,750.32,1.982289,35.618,1048576,35.618,35.605,0.5,35.605,1048576,0,0,0.0,0,0,1998585856.0,0,0,99483648,1518.0,2.6217099999999998,215.48912
359,mergeSort,2000,5500,input00,mergeSortSharedKernel,0.68843,(4096 1 1) (512 1 1),65536.0,0.9862719999999999,1.0,0.9918,4.683843,1.0,9306112,34.336999999999996,2097152,8.0,34.441,1048576,4.0,0.5,1062143,36.085,1041173,38.397,1080170,35.45,1048589,34.469,15151601,1981.5,1.501267,5716098,750.94,1.982289,35.363,1048576,35.363,35.626999999999995,0.5,35.626999999999995,1048576,0,0,0.0,0,0,1998585856.0,0,0,99483648,1518.0,2.622763,223.86905
364,nn,1600,4000,input00,euclid,0.34861000000000003,(32768 1 1) (256 1 1),262144.0,0.899874,1.0,0.9897,0.988548,1.0,1310720,357.2,4194304,8.0,89.34100000000001,1048576,4.0,0.0,2097186,178.59,1044974,89.09100000000001,4194517,357.31,1049273,89.37899999999999,0,0.0,0.0,0,0.0,0.0,357.55,4194304,89.38600000000001,89.318,0.1667,178.64,2097152,0,0,100663296.0,25165824,8388608,142606336.0,83886080,0,10747904,41.0,0.679506,148.68175
365,nn,1600,4500,input00,euclid,0.30739,(32768 1 1) (256 1 1),262144.0,0.888661,1.0,0.9881,1.123008,1.0,1310720,403.62,4194304,8.0,100.81,1048576,4.0,0.0,2097188,201.86,1043861,100.49,4194550,403.56,1048589,100.88,0,0.0,0.0,0,0.0,0.0,403.51,4194304,100.88,100.94,0.1667,201.87,2097152,0,0,100663296.0,25165824,8388608,142606336.0,83886080,0,10747904,41.0,0.769375,157.80426
