mode,gpus,gpus_per_node,util,algo,dvfs_on,theta,aver_run_E,min_run_E,max_run_E,aver_idle_E,min_idle_E,max_idle_E,aver_turnon_E,min_turnon_E,max_turnon_E,aver_total_E,min_total_E,max_total_E
offline,2048,16,1.2,edf+wf,0,1.0,101374975.71,99005100.0,104861691.0,21343363.15,15159155.0,24993230.0,11248.0,10000.0,12200.0,122729586.86,115403944.0,127943700.0
offline,2048,16,1.2,lpt+ff,0,1.0,101374975.71,99005100.0,104861691.0,7850653.55,5691770.0,9360880.0,15546.0,14800.0,16200.0,109241175.26,106199154.0,112911856.0
offline,2048,1,1.2,edf+bf,0,1.0,101374975.71,99005100.0,104861691.0,0.0,0.0,0.0,149482.0,138600.0,158800.0,101524457.71,99152900.0,105014691.0
offline,2048,1,1.2,edf+spt,0,1.0,101374975.71,99005100.0,104861691.0,0.0,0.0,0.0,171878.0,165600.0,178600.0,101546853.71,99176900.0,105033091.0
offline,2048,1,1.2,edf+wf,0,1.0,101374975.71,99005100.0,104861691.0,0.0,0.0,0.0,149694.0,138200.0,161800.0,101524669.71,99149700.0,105014691.0
offline,2048,1,1.2,lpt+ff,0,1.0,101374975.71,99005100.0,104861691.0,0.0,0.0,0.0,247314.0,235600.0,258600.0,101622289.71,99259300.0,105098091.0
offline,2048,2,1.2,edf+bf,0,1.0,101374975.71,99005100.0,104861691.0,4034141.65,3391585.0,4718860.0,74788.0,69400.0,79400.0,105483905.36,103075845.0,109065891.0
offline,2048,2,1.2,edf+spt,0,1.0,101374975.71,99005100.0,104861691.0,3293966.75,2985710.0,3577395.0,89516.0,86400.0,92800.0,104758458.46,102464380.0,108331941.0
offline,2048,2,1.2,edf+wf,0,1.0,101374975.71,99005100.0,104861691.0,4532413.35,3633070.0,5791390.0,73388.0,69200.0,79200.0,105980777.06,103503364.0,109202301.0
offline,2048,2,1.2,lpt+ff,0,1.0,101374975.71,99005100.0,104861691.0,887286.95,657645.0,1175550.0,123708.0,117800.0,129400.0,102385970.66,100058120.0,105857261.0
offline,2048,4,1.2,edf+bf,0,1.0,101374975.71,99005100.0,104861691.0,8145134.35,7101155.0,9449195.0,37448.0,34800.0,39800.0,109557558.06,106776834.0,113251681.0
offline,2048,4,1.2,edf+spt,0,1.0,101374975.71,99005100.0,104861691.0,6350019.35,5926285.0,6921720.0,46622.0,44600.0,48600.0,107771617.06,105331864.0,111219001.0
offline,2048,4,1.2,edf+wf,0,1.0,101374975.71,99005100.0,104861691.0,10624087.95,7845500.0,12410000.0,39926.0,36600.0,43800.0,112038989.66,109683674.0,115611229.0
offline,2048,4,1.2,lpt+ff,0,1.0,101374975.71,99005100.0,104861691.0,2517314.95,1977950.0,3059405.0,61906.0,59000.0,64800.0,103954196.66,101560664.0,107465621.0
offline,2048,8,1.2,edf+bf,0,1.0,101374975.71,99005100.0,104861691.0,12046987.95,10476675.0,14197465.0,18770.0,17400.0,20000.0,113440733.66,110064474.0,117227821.0
offline,2048,8,1.2,edf+spt,0,1.0,101374975.71,99005100.0,104861691.0,8866519.15,8230805.0,9874620.0,24130.0,23000.0,25400.0,110265624.86,107704964.0,114059181.0
offline,2048,8,1.2,edf+wf,0,1.0,101374975.71,99005100.0,104861691.0,16601804.75,13158680.0,19411620.0,21418.0,19600.0,23600.0,117998198.46,113817034.0,121707449.0
offline,2048,8,1.2,lpt+ff,0,1.0,101374975.71,99005100.0,104861691.0,5096286.35,3961170.0,6124930.0,30998.0,29600.0,32400.0,106502260.06,104017225.0,110296101.0
offline,2048,16,1.4,edf+bf,0,1.0,118425415.17,113795619.0,121956675.0,17841902.05,15779655.0,21007325.0,10926.0,10200.0,11600.0,136278243.22,132053987.0,140247586.0
offline,2048,16,1.4,edf+spt,0,1.0,118425415.17,113795619.0,121956675.0,12653474.85,11506875.0,14238690.0,14414.0,13600.0,15400.0,131093304.02,126449689.0,134458880.0
offline,2048,16,1.4,edf+wf,0,1.0,118425415.17,113795619.0,121956675.0,25348544.45,19695095.0,28978200.0,13042.0,11600.0,14600.0,143787001.62,136417649.0,147844012.0
offline,2048,16,1.4,lpt+ff,0,1.0,118425415.17,113795619.0,121956675.0,8987785.25,7522075.0,10568645.0,18096.0,17200.0,19000.0,127431296.42,123336769.0,131616266.0
offline,2048,1,1.4,edf+bf,0,1.0,118425415.17,113795619.0,121956675.0,0.0,0.0,0.0,173566.0,160600.0,184600.0,118598981.17,113963219.0,122127675.0
offline,2048,1,1.4,edf+spt,0,1.0,118425415.17,113795619.0,121956675.0,0.0,0.0,0.0,200452.0,192600.0,210800.0,118625867.17,113993819.0,122161475.0
offline,2048,1,1.4,edf+wf,0,1.0,118425415.17,113795619.0,121956675.0,0.0,0.0,0.0,173938.0,161000.0,183600.0,118599353.17,113960619.0,122129075.0
offline,2048,1,1.4,lpt+ff,0,1.0,118425415.17,113795619.0,121956675.0,0.0,0.0,0.0,288100.0,273000.0,302600.0,118713515.17,114091019.0,122254675.0
offline,2048,2,1.4,edf+bf,0,1.0,118425415.17,113795619.0,121956675.0,4662546.65,3980805.0,5548375.0,86832.0,80400.0,92400.0,123174793.82,118153729.0,126869000.0
offline,2048,2,1.4,edf+spt,0,1.0,118425415.17,113795619.0,121956675.0,3849917.75,3383765.0,4246940.0,104170.0,100200.0,109000.0,122379502.92,117837689.0,125779220.0
offline,2048,2,1.4,edf+wf,0,1.0,118425415.17,113795619.0,121956675.0,5284709.25,4147405.0,6791330.0,85384.0,81000.0,89600.0,123795508.42,120170119.0,127816290.0
offline,2048,2,1.4,lpt+ff,0,1.0,118425415.17,113795619.0,121956675.0,978923.75,659090.0,1272450.0,144102.0,136600.0,151400.0,119548440.92,114887429.0,123218070.0
offline,2048,4,1.4,edf+bf,0,1.0,118425415.17,113795619.0,121956675.0,9371138.65,8075000.0,10726915.0,43464.0,40200.0,46200.0,127840017.82,122969849.0,131254700.0
offline,2048,4,1.4,edf+spt,0,1.0,118425415.17,113795619.0,121956675.0,7358855.45,6845050.0,8252650.0,54288.0,51400.0,56800.0,125838558.62,121401529.0,129505019.0
